Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential
Youri Tielemans,1997-05-07,PremierLeague,Aston Villa,Right,Belgium,Midfielders,3026,0.09,0.21,0.3,0.09,0.0,0.03,0.12,0.0,0.1,0.07,0.21,0.28,1.16,6.99,1.43,1.19,0.36,30.0,0.08,0.25,20.1,0.0,0.06,-0.01,0.01,50.38,61.3,82.2,863.98,304.68,23.41,26.05,89.8,21.92,25.1,87.3,4.16,7.7,54.1,0.17,1.78,6.81,1.13,0.12,54.93,6.16,2.91,0.71,0.24,3.54,0.06,2.53,1.87,0.24,0.03,0.21,1.1,3.63,2.35,0.92,0.09,0.18,0.06,0.03,0.36,0.27,0.09,0.0,0.0,0.0,0.0,2.5,1.73,0.95,1.31,0.24,1.19,2.17,54.8,0.98,1.13,0.48,0.68,3.18,1.4,0.12,70.94,3.06,14.25,40.63,16.8,1.34,70.91,1.81,0.92,50.8,0.57,31.1,38.31,165.4,75.87,0.77,0.27,0.92,0.86,49.58,0.0,1.22,1.67,0.0,0.0,0.0,0.0,4.31,0.65,0.54,55.0,1873,28.0,81.1564075165476,81.1564075165476
Boubacar Kamara,1999-11-23,PremierLeague,Aston Villa,Right,France,Midfielders,1726,0.05,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.04,0.04,0.05,0.09,0.99,4.43,0.37,0.52,0.16,30.0,0.1,0.33,19.6,0.0,0.08,0.01,0.01,43.02,48.55,88.6,680.68,210.5,21.95,23.67,92.7,18.62,20.34,91.5,1.77,3.23,54.8,0.04,0.57,4.75,0.52,0.0,47.14,1.41,1.3,0.26,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.41,1.04,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.61,1.1,1.46,0.94,0.21,1.51,2.92,51.8,1.41,0.99,0.37,0.99,3.6,2.66,0.16,58.04,4.95,17.94,33.22,7.35,0.63,58.04,1.41,0.47,33.3,0.47,33.3,30.82,155.18,71.44,0.68,0.1,0.63,0.89,39.32,0.0,1.56,1.83,0.0,0.0,0.0,0.0,4.54,1.1,1.36,44.7,1873,26.0,76.57647742914686,76.57647742914686
Amadou Onana,2001-08-16,PremierLeague,Aston Villa,Right,Belgium,Midfielders,1617,0.17,0.0,0.17,0.17,0.0,0.0,0.22,0.0,0.12,0.12,0.04,0.16,1.61,4.17,0.89,0.95,0.33,35.3,0.18,0.5,14.7,0.0,0.12,0.05,0.05,39.13,44.64,87.7,615.47,161.24,20.32,21.87,92.9,16.14,18.09,89.2,1.89,2.67,70.8,0.04,0.56,3.84,0.67,0.11,44.3,0.28,0.22,0.17,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.61,1.78,1.39,0.11,0.06,0.22,0.0,0.0,0.22,0.11,0.06,0.0,0.06,0.0,0.0,3.06,1.67,1.28,1.45,0.33,0.89,1.61,55.2,0.72,0.89,0.39,1.45,4.51,2.28,0.17,55.55,3.95,14.97,32.62,8.85,1.28,55.55,1.11,0.78,70.0,0.17,15.0,30.78,163.14,87.77,1.39,0.06,0.61,0.5,37.35,0.0,1.78,1.67,0.0,0.0,0.0,0.0,4.01,1.78,1.17,60.4,1873,24.0,77.34806904944938,79.59991497406943
Ross Barkley,1993-12-05,PremierLeague,Aston Villa,Right,England,Midfielders,581,0.46,0.15,0.62,0.46,0.0,0.0,0.46,0.0,0.28,0.28,0.09,0.37,2.32,5.58,1.55,2.48,0.77,31.3,0.19,0.6,14.2,0.0,0.11,0.19,0.19,52.2,61.19,85.3,810.46,195.18,27.26,31.14,87.6,22.0,24.01,91.6,2.01,3.1,65.0,0.06,1.39,4.96,0.93,0.0,59.02,2.01,1.7,0.0,0.46,0.15,0.15,0.0,0.0,0.0,0.0,0.15,1.39,2.79,2.32,0.15,0.31,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0,2.17,0.46,0.62,1.55,0.0,1.39,2.17,64.3,0.77,1.39,0.46,1.55,3.72,0.77,0.0,71.88,2.63,11.62,42.6,18.74,2.94,71.88,2.48,1.86,75.0,0.62,25.0,42.91,241.65,113.55,2.32,0.31,1.08,1.24,50.81,0.0,1.24,0.46,0.0,0.0,0.0,0.0,6.66,0.93,0.62,60.0,1873,32.0,70.67565671153716,70.67565671153716
Elliot Anderson,2002-11-06,PremierLeague,Nottingham Forest,Right,England,Midfielders,2728,0.07,0.2,0.26,0.07,0.0,0.0,0.33,0.0,0.07,0.07,0.11,0.18,1.72,4.72,3.1,1.32,0.23,17.5,0.05,0.29,18.8,0.0,0.05,0.0,0.0,35.8,45.73,78.3,575.96,195.37,18.87,21.11,89.4,13.26,16.36,81.0,2.54,5.44,46.7,0.12,1.22,3.99,0.63,0.07,42.62,2.8,0.86,0.23,0.13,2.84,0.07,1.58,0.56,0.92,0.0,0.3,1.15,2.87,1.42,0.66,0.23,0.26,0.13,0.17,0.33,0.13,0.1,0.0,0.03,0.03,0.03,3.04,1.85,1.78,0.96,0.3,1.58,3.66,43.2,2.08,1.58,0.3,1.02,4.06,2.51,0.13,60.41,3.37,13.99,29.36,18.05,2.38,60.41,2.47,1.19,48.0,0.99,40.0,30.75,167.3,78.06,1.06,0.69,1.98,1.62,35.89,0.0,1.62,1.91,0.13,0.0,0.0,0.0,6.83,1.85,0.99,65.1,1803,23.0,78.86613832020517,81.8687992323961
Nicolás Domínguez,1998-06-28,PremierLeague,Nottingham Forest,Right,Argentina,Midfielders,1963,0.0,0.05,0.05,0.0,0.0,0.0,0.41,0.0,0.07,0.07,0.06,0.13,0.73,3.81,1.51,0.96,0.41,42.9,0.0,0.0,18.9,0.0,0.07,-0.07,-0.07,37.64,43.42,86.7,549.95,155.29,21.23,23.29,91.1,12.79,14.3,89.4,1.56,2.52,61.8,0.07,0.6,3.71,0.5,0.05,40.8,2.29,1.01,0.32,0.0,0.32,0.28,0.0,0.0,0.0,0.0,0.32,0.5,1.74,1.33,0.05,0.0,0.14,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,2.06,1.83,1.6,0.5,1.65,3.48,47.4,1.83,1.74,0.55,1.33,5.27,2.48,0.05,55.84,3.58,13.89,28.88,13.53,1.51,55.84,0.41,0.14,33.3,0.18,44.4,21.59,85.42,42.36,0.64,0.09,1.05,0.55,30.99,0.0,1.51,0.83,0.05,0.0,0.0,0.0,5.23,1.24,1.05,54.0,1803,27.0,76.44668853885742,76.44668853885742
Ryan Yates,1997-11-21,PremierLeague,Nottingham Forest,Right,England,Midfielders,1915,0.09,0.05,0.14,0.09,0.0,0.0,0.47,0.0,0.11,0.11,0.06,0.16,0.85,2.49,0.75,1.55,0.42,27.3,0.06,0.22,19.6,0.0,0.07,-0.01,-0.01,29.04,35.62,81.5,431.06,96.96,15.23,17.39,87.6,10.57,12.36,85.6,1.5,2.63,57.1,0.02,0.85,2.26,0.19,0.0,32.85,2.63,1.08,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.0,0.14,0.89,1.79,1.22,0.05,0.05,0.28,0.09,0.09,0.14,0.09,0.0,0.0,0.05,0.0,0.0,1.97,0.99,1.13,0.66,0.19,0.8,1.74,45.9,0.94,1.79,0.47,1.22,3.2,2.87,0.05,48.92,3.76,12.97,23.97,12.5,1.93,48.92,0.85,0.42,50.0,0.24,27.8,19.97,97.71,43.9,0.89,0.05,1.13,0.85,25.61,0.0,2.49,2.3,0.33,0.0,0.0,0.0,4.89,2.11,1.41,60.0,1803,28.0,75.24347522778663,75.24347522778663
Ibrahim Sangaré,1997-12-02,PremierLeague,Nottingham Forest,Right,Côte d'Ivoire,Midfielders,590,0.0,0.15,0.15,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.06,0.06,0.15,4.12,0.61,0.15,0.15,100.0,0.0,0.0,32.0,0.0,0.02,0.0,0.0,42.1,49.27,85.4,689.64,225.0,19.68,21.97,89.6,17.85,19.37,92.1,3.05,4.73,64.5,0.03,0.61,4.27,0.61,0.15,47.59,1.68,1.53,0.15,0.31,0.31,0.15,0.0,0.0,0.0,0.0,0.0,1.37,1.22,1.07,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,2.14,1.22,2.59,0.46,1.22,2.59,47.1,1.37,1.53,0.61,0.92,5.19,1.98,0.15,62.08,3.97,16.78,37.68,7.93,1.07,62.08,0.15,0.0,0.0,0.15,100.0,26.08,115.78,43.17,0.31,0.0,0.76,0.61,36.0,0.0,2.29,1.22,0.0,0.0,0.0,0.0,6.41,1.53,1.53,50.0,1803,28.0,67.93362197359879,67.93362197359879
James Ward-Prowse,1994-11-01,PremierLeague,West Ham United,Right,England,Midfielders,1439,0.06,0.13,0.19,0.06,0.0,0.0,0.25,0.06,0.11,0.11,0.19,0.3,0.75,4.38,0.75,0.94,0.38,40.0,0.07,0.17,21.1,0.25,0.11,-0.04,-0.04,51.41,59.42,86.5,846.65,244.42,27.27,28.58,95.4,19.39,21.39,90.6,4.0,7.44,53.8,0.16,1.5,5.75,0.44,0.13,53.54,5.5,2.69,0.0,0.63,4.25,0.06,2.63,1.31,1.19,0.06,0.38,0.31,2.75,1.56,0.94,0.0,0.19,0.0,0.06,0.19,0.06,0.13,0.0,0.0,0.0,0.0,1.5,0.94,0.56,0.69,0.25,0.56,1.31,42.9,0.75,0.56,0.31,0.81,2.31,1.44,0.0,65.92,2.69,14.32,39.28,12.7,0.75,65.92,0.31,0.13,40.0,0.19,60.0,32.46,150.48,63.48,1.19,0.0,0.38,0.56,44.28,0.06,1.06,0.38,0.0,0.0,0.0,0.0,4.44,0.81,0.63,56.5,1750,31.0,75.98863062951993,75.98863062951993
Carlos Baleba,2004-01-03,PremierLeague,Brighton & Hove Albion,Left,Cameroon,Midfielders,2661,0.1,0.03,0.14,0.1,0.0,0.0,0.27,0.03,0.1,0.1,0.04,0.15,1.45,3.99,0.98,1.49,0.37,25.0,0.07,0.27,25.5,0.03,0.07,0.0,0.0,38.86,44.44,87.4,652.93,160.35,18.4,19.99,92.0,16.47,17.86,92.2,3.18,5.01,63.5,0.04,0.71,3.69,0.78,0.1,43.6,0.78,0.34,0.24,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.07,0.47,2.23,1.86,0.0,0.07,0.17,0.03,0.1,0.14,0.07,0.0,0.0,0.0,0.03,0.03,2.67,1.56,0.88,1.25,0.54,1.62,2.71,60.0,1.08,1.59,0.37,1.56,4.23,1.49,0.03,57.4,3.18,13.87,33.62,11.47,0.41,57.4,1.93,1.12,57.9,0.68,35.1,32.84,192.51,95.04,1.52,0.1,1.32,1.42,35.01,0.03,1.35,1.62,0.0,0.0,0.07,0.0,6.66,1.32,0.88,60.0,1827,21.0,77.46221257484795,83.63126850618329
Lewis Cook,1997-02-03,PremierLeague,Bournemouth,Right,England,Midfielders,2978,0.03,0.09,0.12,0.03,0.0,0.0,0.24,0.03,0.03,0.03,0.12,0.15,1.0,4.78,1.57,0.42,0.12,28.6,0.07,0.25,23.4,0.03,0.07,0.0,0.0,36.99,47.9,77.2,638.85,216.18,16.38,19.19,85.4,16.5,19.37,85.2,3.29,7.25,45.4,0.11,1.45,4.74,0.79,0.33,41.04,6.8,2.15,0.09,0.06,3.99,2.21,2.33,1.96,0.09,0.0,0.06,0.79,2.69,2.09,0.54,0.0,0.06,0.0,0.0,0.15,0.06,0.03,0.0,0.06,0.0,0.0,2.45,1.27,1.24,1.09,0.12,1.12,2.02,55.2,0.91,0.91,0.33,1.24,3.69,2.12,0.0,57.42,2.63,13.3,30.52,14.2,0.6,57.42,0.6,0.39,65.0,0.21,35.0,24.93,124.66,65.25,0.88,0.12,0.94,0.54,29.16,0.0,1.48,0.3,0.09,0.0,0.03,0.0,5.65,1.24,1.03,54.7,1808,28.0,76.89580675060637,76.89580675060637
Ryan Christie,1995-02-22,PremierLeague,Bournemouth,Left,Scotland,Midfielders,2117,0.09,0.13,0.21,0.09,0.0,0.0,0.38,0.0,0.08,0.08,0.15,0.23,1.45,5.82,1.87,1.4,0.51,36.4,0.06,0.17,19.6,0.0,0.06,0.01,0.01,35.58,44.89,79.3,632.68,181.49,15.64,17.73,88.2,16.07,18.28,87.9,3.49,7.14,48.8,0.13,1.74,5.02,1.4,0.21,42.09,2.55,0.89,0.34,0.38,2.04,0.13,1.11,0.72,0.13,0.09,0.26,0.81,3.61,3.06,0.3,0.0,0.13,0.09,0.04,0.38,0.34,0.04,0.0,0.0,0.0,0.0,2.3,1.4,0.81,1.15,0.34,1.15,2.72,42.2,1.57,1.87,0.47,1.28,3.57,2.17,0.13,58.5,3.15,10.88,32.86,15.81,1.96,58.5,2.04,0.98,47.9,0.94,45.8,30.86,161.63,75.38,1.7,0.34,1.87,1.06,33.03,0.0,1.83,1.32,0.04,0.0,0.0,0.0,7.74,0.85,1.19,41.7,1808,30.0,78.04930656908985,78.04930656908985
Tyler Adams,1999-02-14,PremierLeague,Bournemouth,Right,United States,Midfielders,1965,0.0,0.14,0.14,0.0,0.0,0.0,0.32,0.0,0.07,0.07,0.05,0.12,0.64,3.48,0.46,0.41,0.09,22.2,0.0,0.0,16.9,0.0,0.18,-0.07,-0.07,41.31,48.96,84.4,655.97,161.45,20.02,22.4,89.4,18.0,20.29,88.7,1.74,2.98,58.5,0.04,0.82,3.07,0.18,0.05,46.95,1.74,1.56,0.09,0.05,0.14,0.18,0.0,0.0,0.0,0.0,0.27,0.64,1.88,1.6,0.0,0.0,0.05,0.05,0.18,0.18,0.14,0.0,0.0,0.0,0.0,0.05,3.8,2.29,1.19,2.24,0.37,1.79,3.3,54.2,1.51,1.51,0.46,1.47,5.27,1.92,0.0,61.24,2.84,15.98,35.68,10.26,0.82,61.24,0.82,0.18,22.2,0.46,55.6,30.37,152.84,66.27,1.01,0.05,1.28,0.55,34.67,0.0,2.06,0.96,0.0,0.0,0.05,0.0,5.22,1.42,0.82,63.3,1808,26.0,78.25790456449094,78.25790456449094
Alex Scott,2003-08-21,PremierLeague,Bournemouth,Right,England,Midfielders,755,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.08,0.08,0.11,0.19,1.79,6.2,3.93,1.79,0.72,40.0,0.0,0.0,21.1,0.12,0.05,-0.08,-0.08,34.09,40.77,83.6,546.32,162.0,16.93,18.95,89.3,13.35,14.42,92.6,2.38,4.17,57.1,0.12,1.43,4.89,0.6,0.12,37.79,2.74,1.19,0.24,0.48,0.83,0.12,0.6,0.36,0.0,0.0,0.24,0.72,3.46,2.26,0.24,0.0,0.24,0.36,0.36,0.24,0.24,0.0,0.0,0.0,0.0,0.0,3.22,1.67,1.31,0.95,0.95,2.26,5.01,45.2,2.74,2.03,0.48,1.19,4.41,1.79,0.0,57.81,2.86,10.73,30.64,17.17,2.15,57.81,3.1,0.72,23.1,1.55,50.0,29.44,167.01,79.03,1.19,0.36,2.74,0.95,35.05,0.0,2.03,3.1,0.0,0.0,0.0,0.0,6.2,0.83,0.83,50.0,1808,22.0,71.29577664681541,75.38308517728268
Christian Nørgaard,1994-03-10,PremierLeague,Brentford,Right,Denmark,Midfielders,2819,0.16,0.13,0.29,0.16,0.0,0.0,0.26,0.03,0.14,0.14,0.04,0.18,0.45,4.92,1.34,1.25,0.48,38.5,0.13,0.33,14.3,0.0,0.11,0.02,0.02,37.16,45.56,81.6,617.42,204.62,18.64,21.33,87.4,15.42,18.13,85.0,2.52,4.25,59.4,0.04,0.57,4.37,0.86,0.13,44.41,0.96,0.61,0.13,0.16,0.54,0.32,0.0,0.0,0.0,0.0,0.19,0.8,1.85,1.53,0.0,0.0,0.22,0.06,0.03,0.42,0.35,0.0,0.0,0.03,0.03,0.0,2.52,1.56,1.18,1.12,0.22,1.53,2.59,59.3,1.05,1.66,0.64,1.56,4.09,2.23,0.03,57.53,5.62,19.57,27.3,11.17,1.82,57.53,0.45,0.22,50.0,0.16,35.7,26.34,99.45,44.41,0.51,0.13,1.09,0.64,34.29,0.0,1.4,0.89,0.03,0.0,0.0,0.0,6.16,1.56,0.96,62.0,1811,31.0,78.99267341826933,78.99267341826933
Vitaly Janelt,1998-05-10,PremierLeague,Brentford,Left,Germany,Midfielders,2254,0.04,0.12,0.16,0.04,0.0,0.0,0.12,0.0,0.03,0.03,0.09,0.12,0.68,3.19,1.52,0.56,0.16,28.6,0.07,0.25,17.7,0.0,0.06,0.01,0.01,34.82,42.21,82.5,577.61,170.86,17.69,19.53,90.6,13.74,16.09,85.4,2.64,4.71,55.9,0.1,0.56,3.11,0.92,0.28,41.25,0.72,0.48,0.12,0.24,1.2,0.24,0.0,0.0,0.0,0.0,0.24,0.64,1.28,1.24,0.04,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.52,0.88,0.56,0.52,0.44,0.84,1.44,58.3,0.6,1.32,0.36,1.08,2.6,2.12,0.04,51.47,4.71,16.69,22.92,12.22,1.28,51.47,0.48,0.12,25.0,0.28,58.3,26.03,120.23,51.03,0.72,0.12,0.64,0.4,32.5,0.0,0.96,0.6,0.04,0.0,0.0,0.08,4.27,0.76,0.44,63.3,1811,27.0,76.45525361572658,76.45525361572658
Yehor Yarmoliuk,2004-03-01,PremierLeague,Brentford,Both,Ukraine,Midfielders,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.04,0.04,0.06,0.09,0.93,3.91,2.92,0.56,0.12,22.2,0.0,0.0,15.9,0.0,0.07,-0.04,-0.04,41.03,47.17,87.0,727.2,166.28,19.61,22.34,87.8,16.08,17.88,89.9,4.47,5.28,84.7,0.06,0.56,4.41,0.5,0.25,46.68,0.43,0.19,0.25,0.56,0.99,0.25,0.0,0.0,0.0,0.0,0.06,0.74,1.61,1.3,0.0,0.12,0.06,0.06,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,3.04,1.74,1.3,1.3,0.43,1.74,3.41,50.9,1.68,1.61,0.56,0.81,3.85,2.05,0.0,59.59,3.79,17.19,31.1,12.6,0.93,59.59,1.68,0.81,48.1,0.68,40.7,32.28,173.17,56.36,1.18,0.19,1.61,1.3,37.18,0.0,1.18,0.81,0.12,0.0,0.0,0.0,7.01,0.5,0.62,44.4,1811,21.0,75.56226818103966,81.42401001932703
Mathias Jensen,1996-01-01,PremierLeague,Brentford,Right,Denmark,Midfielders,862,0.0,0.21,0.21,0.0,0.0,0.0,0.21,0.0,0.02,0.02,0.18,0.2,0.63,6.37,2.82,0.63,0.1,16.7,0.0,0.0,23.1,0.0,0.04,-0.02,-0.02,37.9,50.74,74.7,703.29,257.37,17.75,20.15,88.1,13.89,17.96,77.3,5.12,9.4,54.4,0.18,1.67,4.39,1.98,0.31,42.18,8.14,1.57,0.21,0.52,3.45,4.59,1.46,1.15,0.0,0.0,0.42,0.73,4.28,3.03,1.15,0.1,0.0,0.0,0.0,0.52,0.21,0.21,0.1,0.0,0.0,0.0,1.46,1.04,0.63,0.63,0.21,0.84,1.67,50.0,0.84,1.57,0.42,0.84,2.3,1.36,0.21,59.72,2.82,13.16,25.37,21.51,0.94,59.72,1.77,0.94,52.9,0.63,35.3,31.22,135.31,62.44,1.25,0.0,0.94,0.73,36.44,0.0,0.73,1.04,0.0,0.0,0.0,0.0,5.01,0.84,0.52,61.5,1811,29.0,74.50496791377176,74.50496791377176
Saša Lukić,1996-08-13,PremierLeague,Fulham,Right,Serbia,Midfielders,2344,0.0,0.08,0.08,0.0,0.0,0.0,0.46,0.0,0.05,0.05,0.1,0.15,1.5,3.76,1.27,0.69,0.08,11.1,0.0,0.0,20.2,0.0,0.06,-0.05,-0.05,42.24,48.38,87.3,719.16,177.97,19.93,21.69,91.9,18.31,20.0,91.6,3.49,4.95,70.5,0.05,1.0,3.99,0.65,0.27,44.96,3.34,1.46,0.04,0.15,2.38,0.04,1.61,0.46,0.92,0.0,0.08,0.88,2.11,1.38,0.46,0.0,0.19,0.04,0.04,0.15,0.12,0.0,0.0,0.04,0.0,0.0,2.61,1.5,0.84,1.54,0.23,0.88,2.11,41.8,1.23,0.77,0.27,1.08,3.69,1.34,0.04,57.33,2.19,12.75,32.37,12.71,0.81,57.33,0.65,0.31,47.1,0.19,29.4,31.68,169.98,84.09,1.54,0.15,0.88,0.31,36.98,0.0,2.53,1.0,0.0,0.0,0.04,0.0,4.19,0.73,0.96,43.2,1782,29.0,76.92263588924055,76.92263588924055
Sander Berge,1998-02-14,PremierLeague,Fulham,Right,Norway,Midfielders,2224,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.02,0.02,0.04,1.17,5.02,0.36,0.12,0.04,33.3,0.0,0.0,8.7,0.0,0.12,-0.02,-0.02,44.15,48.28,91.5,784.14,187.2,18.29,19.87,92.1,21.29,22.54,94.4,3.88,4.65,83.5,0.02,0.73,4.69,0.2,0.0,46.62,1.66,1.62,0.12,0.28,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.32,1.94,1.74,0.04,0.04,0.04,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.02,1.21,0.93,0.93,0.16,1.09,1.58,69.2,0.49,1.09,0.32,0.85,2.87,1.54,0.04,56.01,3.28,15.13,32.33,8.78,0.57,56.01,0.81,0.45,55.0,0.24,30.0,32.54,180.77,83.57,1.01,0.08,0.61,0.65,36.1,0.0,1.25,0.4,0.0,0.0,0.0,0.0,5.1,1.13,0.89,56.0,1782,27.0,75.1530754526337,75.1530754526337
Andreas Pereira,1996-01-01,PremierLeague,Fulham,Right,Brazil,Midfielders,2013,0.09,0.18,0.27,0.09,0.0,0.04,0.31,0.0,0.17,0.13,0.21,0.34,1.3,4.65,3.62,1.7,0.36,21.1,0.05,0.25,21.8,0.27,0.08,-0.08,-0.04,29.96,43.37,69.1,542.73,174.46,13.86,16.59,83.6,11.54,14.58,79.1,3.98,9.75,40.8,0.21,2.55,3.0,0.85,0.18,34.02,9.17,2.24,0.22,0.36,7.65,0.4,4.87,2.37,2.1,0.0,0.18,1.16,4.65,2.41,1.83,0.0,0.18,0.18,0.04,0.36,0.18,0.09,0.0,0.0,0.09,0.0,1.07,0.58,0.36,0.49,0.22,0.45,1.88,23.8,1.43,0.76,0.09,0.36,1.43,0.76,0.13,51.33,0.98,7.56,20.83,23.74,2.06,51.28,1.34,0.63,46.7,0.36,26.7,25.84,123.58,59.96,1.7,0.4,1.3,0.98,30.22,0.0,1.25,1.07,0.04,0.04,0.0,0.0,4.47,0.58,1.03,36.1,1782,29.0,75.70630470205637,75.70630470205637
Tom Cairney,1991-01-20,PremierLeague,Fulham,Left,Scotland,Midfielders,628,0.29,0.0,0.29,0.29,0.0,0.0,0.43,0.14,0.11,0.11,0.16,0.26,2.58,7.6,4.73,1.58,0.57,36.4,0.18,0.5,20.4,0.29,0.07,0.17,0.17,81.54,89.86,90.7,1311.45,273.73,45.29,48.15,94.0,29.52,31.96,92.4,6.02,7.74,77.8,0.17,1.58,7.6,1.0,0.43,86.27,3.58,1.58,0.0,0.29,2.87,0.14,1.15,0.43,0.43,0.0,0.0,1.15,4.73,4.01,0.29,0.0,0.29,0.14,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,1.86,0.72,0.72,0.29,0.86,0.57,1.0,57.1,0.43,1.0,0.14,0.57,2.44,0.43,0.14,97.88,1.72,17.63,49.73,31.96,2.58,97.88,1.86,0.72,38.5,0.57,30.8,65.35,312.28,150.05,2.44,0.57,0.86,0.57,79.25,0.0,1.15,2.72,0.0,0.0,0.0,0.0,7.45,0.72,1.29,35.7,1782,34.0,68.65645722860901,68.65645722860901
Jefferson Lerma,1994-10-25,PremierLeague,Crystal Palace,Right,Colombia,Midfielders,2274,0.0,0.04,0.04,0.0,0.0,0.0,0.36,0.0,0.04,0.04,0.06,0.1,0.47,3.84,1.03,1.03,0.32,30.8,0.0,0.0,19.8,0.0,0.04,-0.04,-0.04,33.36,44.29,75.3,583.3,205.09,15.63,18.09,86.4,13.77,16.82,81.9,3.17,7.04,44.9,0.07,0.4,3.44,0.71,0.08,41.56,2.41,0.51,0.32,0.32,0.47,1.82,0.0,0.0,0.0,0.0,0.32,0.87,1.82,1.46,0.2,0.0,0.12,0.0,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.39,0.67,0.59,0.63,0.16,0.79,1.46,54.1,0.67,1.5,0.71,1.66,3.05,3.17,0.04,55.53,4.87,18.56,27.74,9.62,1.15,55.53,0.47,0.24,50.0,0.16,33.3,25.57,96.61,42.51,0.4,0.0,0.59,0.71,31.7,0.0,1.39,1.54,0.0,0.0,0.0,0.0,6.1,1.62,1.54,51.3,1835,31.0,75.22161745484387,75.22161745484387
